web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1557098429-55","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Digital payments processing startup Checkout raises $230M Series A co-led by Insight Partners and DST Global at a valuation just shy of $2B (@cookie / TechCrunch)

http://techcrunch.com/2019/05/02/a-quiet-london-based-payments-startup-just-raised-among-the-biggest-series-a-rounds-ever-in-europe/ …http://www.techmeme.com/190503/p2#a190503p2 …","","","3","1556882475000","4:51 PM - 3 May 2019","/Techmeme/status/1124272703026946048"
"1557098429-54","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Facebook relaunches Oculus for Business, coming this fall, with a new software suite and UX customized for business use cases, adds support for the Oculus Quest (@stephcondoncbs / ZDNet)

http://www.zdnet.com/article/facebook-primes-the-oculus-quest-for-business-use-cases/ …http://www.techmeme.com/190430/p62#a190430p62 …","","2","3","1556670967000","6:06 AM - 1 May 2019","/Techmeme/status/1123385577779486721"
"1557098429-104","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Code for America created an algorithm that identified 8K+ cannabis-related convictions eligible for expungement, cutting the process from months to minutes (@davelee / BBC)

http://www.bbc.com/news/technology-48072164 …http://www.techmeme.com/190501/p4#a190501p4 …","1","13","27","1556690170000","11:26 AM - 1 May 2019","/Techmeme/status/1123466121254977536"
"1557098429-17","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Researchers reverse engineer an app used by Chinese authorities in Xinjiang which connects to a mass surveillance system for tracking Muslim minorities (Human Rights Watch)

http://www.hrw.org/video-photos/interactive/2019/05/02/china-how-mass-surveillance-works-xinjiang …http://www.techmeme.com/190502/p6#a190502p6 …","1","10","13","1556802104000","6:31 PM - 2 May 2019","/Techmeme/status/1123935603341631490"
"1557098429-110","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Google says it will roll out a new tool that lets users limit how long it keeps location, search, and browsing data to either three or 18 months (@kyle_l_wiggers / VentureBeat)

http://venturebeat.com/2019/05/01/google-can-now-automatically-delete-your-location-app-and-search-activity-data/ …http://www.techmeme.com/190501/p26#a190501p26 …","5","7","17","1556730972000","10:46 PM - 1 May 2019","/Techmeme/status/1123637257041215490"
"1557098429-99","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Facebook bans Alex Jones, Milo, Laura Loomer, Louis Farrakhan, others from Facebook and Instagram, citing ""dangerous individuals and organizations"" policy (@caseynewton / The Verge)

http://www.theverge.com/2019/5/2/18526964/facebook-ban-alex-jones-laura-loomer-milo-louis-farrakhan …http://www.techmeme.com/190502/p17#a190502p17 …","3","5","12","1556821126000","11:48 PM - 2 May 2019","/Techmeme/status/1124015387295846402"
"1557098429-94","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Indio raises $20M Series B led by Menlo Ventures, with participation from 8VC, for its white-label platform that digitizes insurance applications (@psawers / VentureBeat)

http://venturebeat.com/2019/05/02/indio-raises-20-million-for-white-label-platform-that-digitizes-insurance-applications/ …http://www.techmeme.com/190502/p11#a190502p11 …","","","5","1556809295000","8:31 PM - 2 May 2019","/Techmeme/status/1123965765911236609"
"1557098429-78","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Google says it is adding Tiles, swipeable widgets with useful information, to Wear OS over the next month (@chriswelch / The Verge)

http://www.theverge.com/2019/5/1/18525335/google-wear-os-tiles-widgets-new-feature-announced …http://www.techmeme.com/190501/p20#a190501p20 …","","","3","1556723776000","8:46 PM - 1 May 2019","/Techmeme/status/1123607072602578948"
"1557098429-38","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Kaspersky Lab profiles Volodya, one of the most prolific Windows exploit developers, who has sold zero-days to criminal gangs and state-backed APTs (@campuscodi / ZDNet)

http://www.zdnet.com/article/mysterious-hacker-has-been-selling-windows-0-days-to-apt-groups-for-three-years/ …http://www.techmeme.com/190501/p40#a190501p40 …","","9","15","1556752576000","4:46 AM - 2 May 2019","/Techmeme/status/1123727868977143809"
"1557098429-98","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Online extremism researchers face a similar toll on their mental health as content moderators, but, without anonymity, their work leaves them open to harassment (@parismartineau / Wired)

http://www.wired.com/story/existential-crisis-plaguing-online-extremism-researchers …http://www.techmeme.com/190502/p27#a190502p27 …","","2","3","1556844708000","6:21 AM - 3 May 2019","/Techmeme/status/1124114296919724032"
"1557098429-18","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","So-Young International, a Chinese online marketplace for medical aesthetic services, closes up 31% in its first day of trading after raising ~$179.4M in its IPO (xinhuanet)

http://www.xinhuanet.com/english/2019-05/03/c_138030203.htm …http://www.techmeme.com/190503/p3#a190503p3 …","","1","2","1556887591000","6:16 PM - 3 May 2019","/Techmeme/status/1124294164215160832"
"1557098429-68","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Sources: Huawei plans to enter TV market, launching a 5G-enabled 8K TV as early as this year (Nikkei)

http://asia.nikkei.com/Business/China-tech/Huawei-to-enter-high-end-electronics-with-world-s-first-5G-TV …http://www.techmeme.com/190501/p30#a190501p30 …","","4","8","1556735773000","12:06 AM - 2 May 2019","/Techmeme/status/1123657391562792962"
"1557098429-6","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Verizon, T-Mobile, Sprint, and AT&T hit with class action lawsuits for selling customer location data (@josephfcox / Motherboard)

http://motherboard.vice.com/en_us/article/3k3dv3/verizon-tmobile-sprint-att-class-action-lawsuit-selling-phone-location-data …http://www.techmeme.com/190504/p7#a190504p7 …","","8","8","1557004283000","2:41 AM - 5 May 2019","/Techmeme/status/1124783606122070016"
"1557098429-101","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","FCC fixes an error in its broadband deployment data, now says 21.3M Americans were without broadband at the end of 2017, up from the originally reported 19.4M (@jbrodkin / Ars Technica)

http://arstechnica.com/tech-policy/2019/05/ajit-pai-says-hes-fixed-giant-fcc-error-that-exaggerated-broadband-growth/ …http://www.techmeme.com/190501/p41#a190501p41 …","","3","5","1556754378000","5:16 AM - 2 May 2019","/Techmeme/status/1123735429163945992"
"1557098429-49","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Q&A with Oculus' director of content ecosystem, Chris Pruett, on content strategy, positioning in the VR headset market, social VR, developer approach, more (@horwitz / VentureBeat)

http://venturebeat.com/2019/04/30/oculus-quest-interview-standalone-vr-built-for-value-conscious-gamers/ …http://www.techmeme.com/190501/p1#a190501p1 …","","8","19","1556685083000","10:01 AM - 1 May 2019","/Techmeme/status/1123444783077318656"
"1557098429-60","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Amazon says it will make Alexa's in-skill purchases available to developers in the UK, Germany, and Japan, expanding beyond the US (@sarahintampa / TechCrunch)

http://techcrunch.com/2019/05/01/alexa-in-skill-purchasing-which-lets-developers-make-money-from-voice-apps-launches-internationally/ …http://www.techmeme.com/190501/p21#a190501p21 …","","2","1","1556724074000","8:51 PM - 1 May 2019","/Techmeme/status/1123608324019314688"
"1557098429-35","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Analysis: In Q1, for the first time, Amazon's first-party online retail sales of $29.5B were less than half of its overall net sales, which were $59.7B (@natjlevy / GeekWire)

http://www.geekwire.com/2019/first-time-amazons-online-sales-make-less-half-entire-business/ …http://www.techmeme.com/190501/p38#a190501p38 …","","3","8","1556748693000","3:41 AM - 2 May 2019","/Techmeme/status/1123711582108901379"
"1557098429-84","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Aryaka, which provides software-defined network connectivity tools, raises $50M Series F led by Goldman Sachs, bringing its total raised to $184M (@kyle_l_wiggers / VentureBeat)

http://venturebeat.com/2019/05/01/aryaka-raises-50-million-for-software-defined-networking-tools/ …http://www.techmeme.com/190501/p13#a190501p13 …","","","2","1556716573000","6:46 PM - 1 May 2019","/Techmeme/status/1123576859969687552"
"1557098429-40","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Square reports Q1 revenue of $489M, up 59% YoY, but a net loss of $38M, widening from a loss of $24M YoY; stock down 5%+ after hours (@ingridlunden / TechCrunch)

http://techcrunch.com/2019/05/01/square-reports-q1-sales-of-489m-up-59-but-net-loss-widens-to-38m/ …http://www.techmeme.com/190501/p36#a190501p36 …","","1","7","1556744176000","2:26 AM - 2 May 2019","/Techmeme/status/1123692636030865409"
"1557098429-81","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Hulu says it has 26.8M paying subscribers in the US, up from 23M at the end of 2018, not including the 1.3M users signed up through promotions like free trials (@natjarv / Hollywood Reporter)

http://www.hollywoodreporter.com/live-feed/hulu-grows-28-million-subscribers-1206322 …http://www.techmeme.com/190501/p17#a190501p17 …","","3","1","1556719876000","7:41 PM - 1 May 2019","/Techmeme/status/1123590715676790784"
"1557098429-100","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Denver-based Pana, a startup with an online service that helps companies coordinate business travel, has closed a $10M Series A led by Bessemer Venture Partners (@lucasmtny / TechCrunch)

http://techcrunch.com/2019/04/29/pana-raises-10-million-series-a-to-help-companies-arrange-travel-for-onsite-interviews/ …http://www.techmeme.com/190430/p69#a190430p69 …","","","5","1556681164000","8:56 AM - 1 May 2019","/Techmeme/status/1123428347281838080"
"1557098429-20","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","A group of YouTube engineers warned IE6 users ten years ago, without permission, that the browser would not be supported, contributing to its demise (@zacman85)

http://blog.chriszacharias.com/a-conspiracy-to-kill-ie6 …http://www.techmeme.com/190503/p12#a190503p12 …","","3","9","1556908284000","12:01 AM - 4 May 2019","/Techmeme/status/1124380956259954692"
"1557098429-71","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Putin signs bill that intends to give Russia a ""sovereign internet"" the Kremlin could disconnect from the global web; the bill goes into effect on November 1 (@maxseddon / Financial Times)

https://on.ft.com/2GIdc7W http://www.techmeme.com/190501/p39#a190501p39 …","2","7","4","1556748975000","3:46 AM - 2 May 2019","/Techmeme/status/1123712766265761803"
"1557098429-16","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Smartwatch shipments up 48% YoY in Q1 2019: Apple Watch grew 49% YoY for a 35.8% market share, followed by Samsung's 127% YoY growth for an 11% market share (@satya_analyst / Counterpoint Research)

http://www.counterpointresearch.com/global-smartwatch-shipments-grew-48yoy-q1-2019-one-three-apple-watch/ …http://www.techmeme.com/190502/p12#a190502p12 …","","10","15","1556811980000","9:16 PM - 2 May 2019","/Techmeme/status/1123977028594741249"
"1557098429-73","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Built Technologies, which provides cloud-based construction lending software, raises $31M Series B led by Goldman Sachs Investment Partners (FinSMEs)

http://www.finsmes.com/2019/04/built-technologies-completes-31m-series-b-financing-round.html …http://www.techmeme.com/190501/p2#a190501p2 …","","1","3","1556685967000","10:16 AM - 1 May 2019","/Techmeme/status/1123448492670767109"
"1557098429-115","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Rappi, an on-demand delivery startup operating in Latin America, has raised up to $1B from SoftBank, the largest ever round for a Latin American tech startup (@kateclarktweets / TechCrunch)

http://techcrunch.com/2019/04/30/softbank-makes-a-huge-bet-on-latin-america/ …http://www.techmeme.com/190430/p66#a190430p66 …","2","9","21","1556678163000","8:06 AM - 1 May 2019","/Techmeme/status/1123415759273832448"
"1557098429-7","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Some Git source code repositories, including at least 392 from GitHub, have been wiped and replaced with a ransom demand in a possible coordinated attack (@campuscodi / ZDNet)

http://www.zdnet.com/article/hacker-holding-git-repositories-for-ransom/ …http://www.techmeme.com/190503/p17#a190503p17 …","","7","13","1556927782000","5:26 AM - 4 May 2019","/Techmeme/status/1124462736782647297"
"1557098429-48","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Microsoft unveils HoloLens 2 developer edition for $3,500, out later this year, says Unreal Engine 4 support for HoloLens 2 will be available by the end of May (@tomwarren / The Verge)

http://www.theverge.com/2019/5/2/18526294/microsoft-hololens-2-developer-edition-pricing-release-date …http://www.techmeme.com/190502/p22#a190502p22 …","","5","3","1556833280000","3:11 AM - 3 May 2019","/Techmeme/status/1124066367395770368"
"1557098429-24","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","India-based BlackBuck, which connects businesses with truck owners and freight operators, raises $150M Series D, source says at an almost $1B valuation (@refsrc / TechCrunch)

http://techcrunch.com/2019/05/01/indias-blackbuck-raises-150-million-to-digitize-freight-and-logistics-across-india/ …http://www.techmeme.com/190501/p11#a190501p11 …","","3","4","1556714172000","6:06 PM - 1 May 2019","/Techmeme/status/1123566789730893825"
"1557098429-3","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Spotify launches voice-enabled ads, which encourage the listener to say a command to take action on the ad's content, in a limited test in the US (@sarahintampa / TechCrunch)

http://techcrunch.com/2019/05/02/spotify-launches-voice-enabled-ads-on-mobile-devices-in-a-limited-u-s-test/ …http://www.techmeme.com/190502/p10#a190502p10 …","","13","38","1556807191000","7:56 PM - 2 May 2019","/Techmeme/status/1123956938964967424"
"1557098429-8","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Sources: Verizon is seeking a buyer for Tumblr as it tries to steady Verizon Media Group, which has struggled to meet revenue targets (Wall Street Journal)

https://www.wsj.com/articles/verizon-looks-to-unload-tumblr-blogging-site-11556823135 …http://www.techmeme.com/190502/p18#a190502p18 …","","8","8","1556823904000","12:35 AM - 3 May 2019","/Techmeme/status/1124027041546932227"
"1557098429-12","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Fitbit reports Q1 revenue of $271.9M, up 9.7% YoY and beating analyst expectations of $259.7M, as smartwatch device sales were up 117% YoY (@bheater / TechCrunch)

http://techcrunch.com/2019/05/01/fitbit-beats-q1-revenue-expectations-as-smartwatch-growth-continues/ …http://www.techmeme.com/190501/p42#a190501p42 …","","3","2","1556756171000","5:46 AM - 2 May 2019","/Techmeme/status/1123742947198013440"
"1557098429-44","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Behind the fiasco of Star Citizen, a primarily crowdfunded video game that has raised ~$300M and isn't close to full launch after seven years of development (@mattryanperez / Forbes)

http://www.forbes.com/sites/mattperez/2019/05/01/exclusive-the-saga-of-star-citizen-a-video-game-that-raised-300-millionbut-may-never-be-ready-to-play/ …http://www.techmeme.com/190502/p8#a190502p8 …","","2","4","1556803879000","7:01 PM - 2 May 2019","/Techmeme/status/1123943047933452290"
"1557098429-79","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Colorado-based Red Canary raises $34M led by Summit Partners, bringing its total raised to $48.9M, for its suite of cloud-based threat detection services (@kyle_l_wiggers / VentureBeat)

http://venturebeat.com/2019/04/30/red-canary-raises-34-million-to-detect-and-remediate-cyber-threats/ …http://www.techmeme.com/190502/p19#a190502p19 …","","1","3","1556826377000","1:16 AM - 3 May 2019","/Techmeme/status/1124037412018114561"
"1557098429-39","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Research: since Airbnb's 2008 launch, $14.6B has been invested in ~1,800 digital travel startups, many of them filling the gaps Airbnb can't or won't address (@kgmelich / Bloomberg)

http://www.bloomberg.com/news/articles/2019-05-01/airbnb-spawned-an-ecosystem-of-startups-that-sweat-the-details-so-owners-don-t-have-to …http://www.techmeme.com/190502/p15#a190502p15 …","","5","8","1556818280000","11:01 PM - 2 May 2019","/Techmeme/status/1124003450499534849"
"1557098429-57","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","YouTube says it will make all of its original content free this fall in a strategy that its CBO says is in opposition to what other media companies are doing (@xpangler / Variety)

http://variety.com/2019/digital/news/youtube-free-streaming-originals-cobra-kai-liza-on-demand-1203203604/ …http://www.techmeme.com/190502/p29#a190502p29 …","","4","7","1556849477000","7:41 AM - 3 May 2019","/Techmeme/status/1124134299643666432"
"1557098429-33","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Airbnb-backed budget hotel startup Oyo acquires the Leisure Group from Axel Springer for €369.5M to expand into Europe (@ingridlunden / TechCrunch)

http://techcrunch.com/2019/05/01/airbnb-backed-oyo-moves-into-europe-acquires-leisure-from-axel-springer-for-415m/ …http://www.techmeme.com/190501/p9#a190501p9 …","","","1","1556712137000","5:32 PM - 1 May 2019","/Techmeme/status/1123558255005978624"
"1557098429-47","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Alphabet tells US House panel it spends hundreds of millions annually on content review, has manually reviewed 1M+ suspected terrorist videos on YouTube in Q1 (@davidshepardson / Reuters)

http://www.reuters.com/article/us-alphabet-google-youtube/google-spends-hundreds-of-millions-of-dollars-on-content-review-letter-idUSKCN1S81OK …http://www.techmeme.com/190502/p16#a190502p16 …","","5","6","1556819658000","11:24 PM - 2 May 2019","/Techmeme/status/1124009232158941187"
"1557098429-107","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","At F8, Facebook emphasized products and features it aspires to become dominant tomorrow, but despite much talk, didn't actually launch any new privacy features (@joshconstine / TechCrunch)

http://techcrunch.com/2019/05/01/aspirationbook/ …http://www.techmeme.com/190502/p3#a190502p3 …","","4","16","1556794278000","4:21 PM - 2 May 2019","/Techmeme/status/1123902779968372737"
"1557098429-89","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","ManyChat, a startup that helps companies create Facebook Messenger bots for marketing, sales, and support, raises $18M Series A led by Bessemer Venture Partners (@anthonyha / TechCrunch)

http://techcrunch.com/2019/04/29/manychat-series-a/ …http://www.techmeme.com/190430/p64#a190430p64 …","","1","2","1556673962000","6:56 AM - 1 May 2019","/Techmeme/status/1123398139199852544"
"1557098429-27","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Report: VC funding into Latin American startups reached a record $1.98B in 2018, up from $1.14B in 2017, with top five investments accounting for $1.2B (@bayareawriter / Crunchbase News)

http://news.crunchbase.com/news/latin-america-has-arrived-among-global-vcs/ …http://www.techmeme.com/190430/p67#a190430p67 …","","15","18","1556679080000","8:21 AM - 1 May 2019","/Techmeme/status/1123419603126956033"
"1557098429-105","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Study: if Facebook continues to grow at its current rate, it could have 4.9B deceased members by 2100, raising questions about what happens to their data (@cantormatthew / The Guardian)

http://www.theguardian.com/technology/2019/apr/29/facebook-dead-users-2100-oxford …http://www.techmeme.com/190501/p14#a190501p14 …","2","5","5","1556717473000","7:01 PM - 1 May 2019","/Techmeme/status/1123580636512624640"
"1557098429-86","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Amazon launches a new Middle East marketplace, http://Amazon.ae , two years after buying Dubai-based e-commerce company http://Souq.com  for $580M, which it will close (@eugenekim222 / CNBC)

http://www.cnbc.com/2019/04/30/amazon-closes-souq-acquired-for-580m-opens-middle-east-marketplace.html …http://www.techmeme.com/190430/p61#a190430p61 …","","4","2","1556669491000","5:41 AM - 1 May 2019","/Techmeme/status/1123379385187303424"
"1557098429-10","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","After Facebook bans seven extremists, Trump, in a series of tweets, complains about the ban, retweeting extremists' tweets, and issuing vague threats (CNN)

http://edition.cnn.com/2019/05/04/tech/trump-social-media-twitter-facebook/ …http://www.techmeme.com/190504/p6#a190504p6 …","21","4","4","1556999507000","1:21 AM - 5 May 2019","/Techmeme/status/1124763571093692416"
"1557098429-53","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Sense, a contractor engagement and communication platform, raises $13.5M Series B led by GV with participation from Accel, bringing total raised to $23.5M (@psawers / VentureBeat)

http://venturebeat.com/2019/05/02/gv-leads-13-5-million-investment-in-contractor-engagement-platform-sense/ …http://www.techmeme.com/190502/p14#a190502p14 …","","1","1","1556816177000","10:26 PM - 2 May 2019","/Techmeme/status/1123994632139022337"
"1557098429-14","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Report: in Q1 2019, funding for Chinese fintech startups dropped 87.6% YoY to $192.1M, India became Asia's top fintech funding hub with $285.6M raised (@hockmengtay1 / DealStreetAsia)

http://www.dealstreetasia.com/stories/india-china-fintech-q1-133375/ …http://www.techmeme.com/190501/p12#a190501p12 …","","5","7","1556715086000","6:21 PM - 1 May 2019","/Techmeme/status/1123570625405161472"
"1557098429-4","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","How Satya Nadella led Microsoft to have more subscribers than Netflix, more cloud computing revenue than Google, and a near-trillion-dollar market cap (Bloomberg)

http://www.bloomberg.com/news/features/2019-05-02/satya-nadella-remade-microsoft-as-world-s-most-valuable-company?cmpid%3D=socialflow-twitter-tech …http://www.techmeme.com/190502/p4#a190502p4 …","1","66","130","1556799375000","5:46 PM - 2 May 2019","/Techmeme/status/1123924157216055296"
"1557098429-51","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Microsoft announces new Azure services, including Azure SQL Database Edge, which will run on compute-constrained devices, and updates to Azure Machine Learning (@maryjofoley / ZDNet)

http://www.zdnet.com/article/microsoft-adds-more-ai-mixed-reality-iot-services-to-its-azure-line-up/ …http://www.techmeme.com/190502/p23#a190502p23 …","","1","7","1556836284000","4:01 AM - 3 May 2019","/Techmeme/status/1124078963905765379"
"1557098429-109","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Source: FTC and Facebook are negotiating a settlement where Facebook must appoint a federally approved privacy official and create a privacy oversight committee (@nancyscola / Politico)

http://www.politico.com/story/2019/05/01/new-privacy-oversight-on-the-table-for-facebook-zuckerberg-1402278 …http://www.techmeme.com/190501/p45#a190501p45 …","2","8","12","1556765175000","8:16 AM - 2 May 2019","/Techmeme/status/1123780711398432776"
"1557098429-70","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Data management startup Snowflake, valued at $4B, says its CEO Bob Muglia is stepping down after five years, to be replaced by ex-ServiceNow CEO Frank Slootman (@micahmaidenberg / Wall Street Journal)

https://www.wsj.com/articles/cloud-data-specialist-snowflake-picks-new-chief-in-ceo-ouster-11556710200?shareToken=st5a5cd9788e54416f9349568052f21698 …http://www.techmeme.com/190501/p33#a190501p33 …","","6","7","1556740278000","1:21 AM - 2 May 2019","/Techmeme/status/1123676289431482368"
"1557098429-41","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Amazon Marketplace lets sellers offer lithium-ion batteries and other products that can cause injuries, causing some to ask who is to blame when things go wrong (@alanasemuels / The Atlantic)

http://www.theatlantic.com/technology/archive/2019/04/lithium-ion-batteries-amazon-are-exploding/587005/ …http://www.techmeme.com/190503/p19#a190503p19 …","","3","4","1556934377000","7:16 AM - 4 May 2019","/Techmeme/status/1124490398699851777"
"1557098429-113","https://twitter.com/search?l=&q=from%3Atechmeme%20since%3A2019-05-01%20until%3A2019-05-05&src=typd&lang=en","@Techmeme","Techmeme","Amazon confirms it provides an online freight service that matches truck drivers with shippers; sources say the service has been in testing since last year (@eugenekim222 / CNBC)

http://www.cnbc.com/2019/04/30/amazon-freight-uber-for-trucking-service-running-since-last-year.html …http://www.techmeme.com/190501/p5#a190501p5 …","2","13","10","1556693471000","12:21 PM - 1 May 2019","/Techmeme/status/1123479964895141898"
